,0.05,0.01,0.005
VREP,11.9915903910005,12.04633057398405,24.003944357000364
ImplEuler,0.1810249410027609,0.6294304279999778,1.1412372009799583
ExplEuler,0.0240996689954045,0.11583713200798229,0.22228923903276154
Heun,0.03035189901038393,0.15560789199844294,0.3059443180100061
RK,0.04450300099870219,0.23429403402042226,0.4180706410070343
